Postinumero-kunta-avain (vuoden 2021 aluejako);;;;;;;;;;;;;;;;;;
Huom! Postinumeroalueen kunta on määritelty sen mukaan, minkä kunnan puolella suurin osa postinumeroalueen pinta-alasta sijaitsee.;;;;;;;;;;;;;;;;;;
Postinumeroalue;Postinumeroalueen nimi;Postinumeroalueen nimi (sv);Kunta;Kunnan nimi;Kuntaryhmä;Kuntaryhmän nimi;Seutukunta;Seutukunnan nimi;Maakunta;Maakunnan nimi;Suuralue;Suuralueen nimi;AVI;AVI:n nimi;ELY;ELY:n nimi;Sairaanhoitopiiri;Sairaanhoitopiirin nimi
51460;Luusniemi;Luusniemi;213;Kangasniemi;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51520;Hiirola;Hiirola;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51540;Kalvitsa;Kalvitsa;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51600;Haukivuori Keskus-Piitkäaho;Haukivuori centrum-Piitkäaho;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51620;Pitkäaho;Pitkäaho;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51670;Nykälä;Nykälä;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51720;Rahula;Rahula;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51740;Huuhanaho;Huuhanaho;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51760;Nuutilanmäki;Nuutilanmäki;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51780;Kuosmala;Kuosmala;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51810;Maivala;Maivala;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51820;Hatsola;Hatsola;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51850;Vuorenmaa;Vuorenmaa;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51860;Narila;Narila;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51880;Koikkala;Koikkala;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51890;Risulahti;Risulahti;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51900;Juva Keskus;Juva centrum;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51930;Paatela;Paatela;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51940;Härkälä;Härkälä;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
51980;Lauteala;Lauteala;178;Juva;3;Maaseutumaiset kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52100;Anttola;Anttola;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52110;Majavesi;Majavesi;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52150;Hauhala;Hauhala;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52200;Puumala Keskus;Puumala centrum;623;Puumala;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52230;Hurissalo;Hurissalo;623;Puumala;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52270;Ryhälä;Ryhälä;623;Puumala;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52300;Ristiina Keskus;Ristiina centrum;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52320;Vitsiälä;Vitsiälä;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52330;Heimari;Heimari;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52340;Hangastenmaa;Hangastenmaa;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52360;Someenjärvi;Someenjärvi;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52420;Pellosniemi;Pellosniemi;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52510;Hietanen;Hietanen;097;Hirvensalmi;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52520;Syväsmäki;Syväsmäki;097;Hirvensalmi;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52550;Hirvensalmi Keskus;Hirvensalmi centrum;097;Hirvensalmi;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52610;Tuukkalanlahti;Tuukkalanlahti;097;Hirvensalmi;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52620;Kuitula;Kuitula;097;Hirvensalmi;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52700;Mäntyharju Keskus;Mäntyharju centrum;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52720;Karankamäki-Koirakivi;Karankamäki-Koirakivi;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52730;Koirakivi;Koirakivi;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52740;Tuustaipale;Tuustaipale;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52760;Mynttilä;Mynttilä;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52780;Kuomiokoski;Kuomiokoski;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52830;Suomenniemi;Suomenniemi;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52850;Halmeniemi;Halmeniemi;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52890;Käävänkylä;Käävänkylä;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52920;Voikoski;Voikoski;286;Kouvola;1;Kaupunkimaiset kunnat;081;Kouvolan seutukunta;08;Kymenlaakso;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;08;Kymenlaakson SHP
52960;Nurmaa;Nurmaa;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52970;Pankalahti-Ahvenainen;Pankalahti-Ahvenainen;507;Mäntyharju;3;Maaseutumaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
52980;Ahvenainen;Ahvenainen;111;Heinola;1;Kaupunkimaiset kunnat;071;Lahden seutukunta;07;Päijät-Häme;2;Etelä-Suomi;1;Etelä-Suomen AVI;04;Hämeen ELY-keskus;07;Päijät-Hämeen SHP
53100;Lappeenranta keskus;Villmanstrand centrum;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53130;Keskussairaala-alue-Kimpinen;Centralsjukhusområde-Kimpinen;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53200;Kaukas-Tirilä;Kaukas-Tirilä;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53300;Lauritsala-Mälkiä;Lauritsala-Mälkiä;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53400;Laihia;Laihia;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53420;Mustola;Mustola;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53500;Parkkarila-Harapainen-Reijola;Parkkarila-Harapainen-Reijola;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53550;Kourulanmäki;Kourulanmäki;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53600;Kesämäki;Kesämäki;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53650;Mattila-Kuusela;Mattila-Kuusela;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53810;Kuusimäki-Lavola;Kuusimäki-Lavola;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53830;Rutola;Rutola;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53850;Skinnarila;Skinnarila;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53900;Pallo-Tysterniemi-Leiri;Pallo-Tysterniemi-Leiri;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53920;Voisalmi;Voisalmi;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
53950;Kivisalmi;Kivisalmi;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54100;Joutseno Keskus;Joutseno centrum;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54110;Lampikangas;Lampikangas;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54120;Pulp;Pulp;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54190;Konnunsuo;Konnunsuo;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54230;Nuijamaa;Nuijamaa;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54250;Rapattila;Rapattila;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54260;Hanhijärvi;Hanhijärvi;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54270;Vainikkala;Vainikkala;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54300;Vilkjärvi;Vilkjärvi;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54310;Hytti;Hytti;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54330;Simola;Simola;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54390;Pulsa;Pulsa;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54410;Ylämaa Keskus;Ylämaa centrum;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54430;Hujakkala;Hujakkala;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54460;Ylijärvi;Ylijärvi;405;Lappeenranta;1;Kaupunkimaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54490;Ahomäki;Ahomäki;489;Miehikkälä;3;Maaseutumaiset kunnat;082;Kotka-Haminan seutukunta;08;Kymenlaakso;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;08;Kymenlaakson SHP
54500;Taavetti-Somerharju;Taavetti-Somerharju;441;Luumäki;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54510;Uro;Uro;441;Luumäki;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54530;Luumäki;Luumäki;441;Luumäki;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54550;Suo-Anttila;Suo-Anttila;441;Luumäki;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54580;Somerharju;Somerharju;441;Luumäki;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54590;Kaitjärvi;Kaitjärvi;441;Luumäki;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54710;Lemi Keskus;Lemi centrum;416;Lemi;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54720;Laksiainen;Laksiainen;416;Lemi;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54750;Välijoki;Välijoki;739;Savitaipale;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54770;Heituinlahti;Heituinlahti;739;Savitaipale;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54800;Savitaipale Keskus;Savitaipale centrum;739;Savitaipale;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54820;Kotimäki;Kotimäki;416;Lemi;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54850;Kuukanniemi;Kuukanniemi;416;Lemi;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54915;Saimaanharju-Kyläniemi;Saimaanharju-Kyläniemi;831;Taipalsaari;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54920;Taipalsaari;Taipalsaari;831;Taipalsaari;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54930;Levänen;Levänen;831;Taipalsaari;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54940;Solkei;Solkei;831;Taipalsaari;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
54950;Pettilä;Pettilä;739;Savitaipale;3;Maaseutumaiset kunnat;091;Lappeenrannan seutukunta;09;Etelä-Karjala;2;Etelä-Suomi;1;Etelä-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;09;Etelä-Karjalan SHP
